gene	32170378_EXO_S26	32161454_EXO_S20	32160526_EXO_S15	32152086_EXO_S7	32151130_EXO_S2	32151185_EXO_S4	32170440_EXO_S27	32152175_EXO_S9	32152337_EXO_S10	32151033_EXO_S1	32170273_EXO_S23	181023-190319_Brain_S29	32152088_EXO_S8	32151825_EXO_S6	32151151_EXO_S3	32170329_EXO_S24	32170337_EXO_S25	32160079_EXO_S13	32152347_EXO_S11	32160791_EXO_S16	32161000_EXO_S17	32160288_EXO_S14	32170032_EXO_S21	32170447_EXO_S28	32160018_EXO_S12	32170073_EXO_S22	32161249_EXO_S19	32151764_EXO_S5	32161037_EXO_S18
hsa-miR-6812-5p	0.0	0.48883190195205245	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3376879093899903	0.0	0.0	0.0	0.18683263383195228	0.0	1.9912544106285197	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1708134929230178	0.0
hsa-miR-4687-5p	0.0	0.0	0.0	0.0	0.0	10.866712251131391	0.4560078925846049	1.0370862026051606	0.0	0.0	1.0753331830256507	0.0	0.7270020181576023	0.9846745256822811	0.0	6.5391421841183295	0.0	1.9912544106285197	2.6771324698688743	7.493078268949058	0.0	0.0	6.777302362567604	0.8503495361768456	186.29218285125665	0.6160476722330681	0.0	0.0	0.0
hsa-miR-506-3p	0.0	0.0	0.0	35.882101665954714	0.0	0.0	0.0	0.0	0.0	0.0	25.449551998273733	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-4423-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.4288242398153796	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-3059-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.26054083597789	0.0	0.0	0.0	1.307828436823666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-671-5p	0.0	0.0	0.0	0.0	0.0	50.98995748607807	0.0	36.29801709118062	0.0	0.0	0.0	32.68930797884691	0.0	19.20115325080448	0.0	7.099640085614187	8.102567887603357	0.0	2.6771324698688743	3.746539134474529	0.0	5.129961153369167	103.9186362260366	0.0	0.0	8.624667411262953	0.0	0.0	0.0
hsa-miR-4776-5p	0.0	0.0	0.0	0.0	0.8781890337022606	0.0	0.0	0.0	0.0	0.5396121160187634	0.0	0.0	0.0	0.0	0.0	0.9341631691597614	0.0	0.0	2.6771324698688743	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-6855-5p	0.0	0.0	0.0	0.0	51.81315298843337	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.682674972696372	4.857648479630759	0.0	0.0	82.9911065659351	0.0	0.0	0.0	0.0	0.0	0.0	3.0802383611653403	0.0	0.0	0.0
hsa-miR-361-3p	229.59555594841905	326.53971050397104	572.7183909982144	407.5181546347714	139.63205635865944	113.68252816568224	280.9008618321166	316.31129179457395	163.92608629295287	337.7971846277459	350.20017327202027	477.07994727862274	155.2149308766481	258.9694002544399	213.88194895294683	227.00165010582202	169.67730399922323	240.94178368605088	463.1439172873152	310.9627481613859	277.3639331790662	293.4765276489944	212.35547402711825	160.7160623374238	0.0	215.3086614454573	283.33010824356836	124.1062302498399	22.4799928064023
hsa-miR-3622a-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.20883972410913	1.1209958029917135	0.0	0.0	0.0	0.0	0.0	6.62619982310184	2.2591007875225344	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-484	148.0891335867303	116.34199266458847	0.0	118.75266979923109	68.49874462877632	56.84126408284112	90.97357457062867	141.56226665560442	146.65418064905936	126.26923514839064	119.00353892150535	138.268491427526	148.6719127132297	46.27970270706721	138.0970064105641	177.6778347741866	156.33189806670006	91.5977028889119	77.63684162619735	517.022400557485	93.69773204872655	186.38858857241306	0.0	137.75662486064897	0.0	134.91444021904192	82.18006512292371	259.92059542890996	0.0
hsa-miR-5589-5p	0.0	0.0	0.0	11.960700555318239	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.60559257882953	0.0	0.0	0.0	0.0	0.0
hsa-miR-30b-3p	24.107533374584	30.796409822979303	33.689317117542025	0.0	0.0	36.77964146536778	10.488181529445912	0.5185431013025803	65.00517215065372	87.41716279503967	21.148219266171132	11.918376062627654	0.0	0.0	0.0	24.848740299649652	28.32494320372266	23.895052927542235	2.6771324698688743	0.0	96.49467927406168	14.748638315936354	81.32762835081124	39.96642820031174	158.8962736084248	29.262264431070733	23.411762738507335	0.0	494.55984174085063
hsa-miR-1301-3p	183.67644475873524	46.92786258739704	0.0	150.3630926954293	79.91520206690572	71.88748104594613	74.7852943838752	22.29735335601095	23.23856395723853	49.10470255770747	137.2842030329414	522.0708588462269	49.43613723471696	182.164787251222	0.0	58.665447023233014	64.54818787771414	0.0	0.0	116.1427131687104	97.42699501584005	64.97950794267611	45.18201575045069	24.66013654912852	0.0	58.524528862141466	8.600239373329224	0.0	0.0
hsa-miR-3926	0.0	0.0	0.0	39.29944468175993	0.0	0.0	0.0	0.5185431013025803	0.0	41.01052081742602	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-8485	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.387697755468757	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.807597033827435	0.0	0.0	0.0	1.0687419069519097	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-3923	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.362987408975141	0.0	19.912544106285196	0.0	0.0	0.0	0.21374838139038194	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-7161-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1708134929230178	0.0
hsa-miR-2114-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9912544106285197	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-3920	0.0	0.0	0.0	37.59077317385732	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-629-5p	0.0	19.553276078082096	0.0	61.5121742844938	28.10204907847234	29.256532983815283	8.43614601281519	48.74305152244255	9.73507409019452	21.044872524731773	36.20288382853024	36.63655149798083	31.261086780776903	0.0	0.0	25.969736102641367	10.621853701395997	0.0	0.0	0.0	40.555734767359255	24.794812241284305	121.99144252621687	0.0	0.0	0.0	0.0	31.611964308921483	0.0
hsa-miR-5006-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61.72888672948411	0.0	0.0	0.0	8.549935255615278	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-493-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.284931428523908	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	76.80942677576617	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-1298-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.12031355369606	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-548c-3p	0.0	0.0	0.0	5.126014523707817	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2573099104012401	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-218-2-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	539.5198273536552
hsa-miR-122-5p	0.0	42.03954356787651	875.9222450560927	0.0	0.0	0.0	0.0	0.0	36.742053824282536	0.0	7.885776675521439	2.835883693358349	0.0	0.0	0.0	2.055158972151475	0.0	0.0	0.0	0.0	33.563366704021455	0.0	128.76874488878448	484.27406085271355	0.0	0.0	0.0	0.0	0.0
hsa-miR-582-3p	0.0	0.0	0.0	33.31909440410081	43.03126265141077	0.0	15.960276240461171	0.0	0.0	0.0	16.846886534068528	42.23167337947162	0.0	0.0	0.0	13.078284368236659	15.524247717424918	57.74637790822707	0.0	0.0	0.0	20.306096232086283	56.47751968806337	5.952446753237919	0.0	0.0	13.855941212585973	0.0	0.0
hsa-miR-3918	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.663708872788064	0.0	0.0	0.3635010090788012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-3917	0.0	0.48883190195205245	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-3916	0.0	0.0	0.0	0.8543357539513028	0.0	0.0	10.032173636861307	0.0	0.0	61.515781226139026	0.0	0.0	0.0	0.0	0.0	0.18683263383195228	0.0	1.9912544106285197	0.0	0.0	0.0	4.274967627807639	180.72806300180275	0.0	0.0	15.401191805826702	1.4333732288882042	0.0	0.0
hsa-miR-3914	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.28254522084435	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-6812-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.95787099582271	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-4687-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.98957769906769	0.0	0.0	6.912807451782234	0.0	0.0	2.6771324698688743	0.0	0.0	0.0	0.0	5.527271985149496	5.479181848566372	0.0	0.0	0.0	22.4799928064023
hsa-miR-642a-5p	0.0	0.0	0.0	0.0	16.685591640342953	0.0	6.384110496184468	0.0	0.0	0.0	0.0	5.9783494076203025	0.0	0.0	0.0	0.0	3.9491507351344093	0.0	0.0	0.0	0.0	2.7787289580749652	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-6766-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.98321410015587	0.0	0.0	0.0	0.0	0.0
hsa-miR-3911	0.0	0.0	0.0	0.0	0.0	5.851306596763057	8.664149959107492	14.519206836472248	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6814937044875704	0.0	0.0	133.85662349344372	0.0	0.0	0.0	0.0	12.33006827456426	5.479181848566372	0.0	8.122448297033156	0.0	0.0
hsa-miR-211-5p	1.721966669613143	0.7332478529280787	0.0	0.8543357539513028	0.4390945168511303	16.300068376697087	12.312213099784332	2.8519870571641914	1.0991212682477682	0.0	2.1506663660513015	4.8669895818447335	1.8175050453940058	3.446360839887984	33.05065549765025	2.4288242398153796	5.855637296923434	2.9868816159427793	5.354264939737749	0.0	2.330789354445934	9.618677162567188	7.906852756328871	9.991607050077935	0.0	1.386107262524403	1.4333732288882042	4.097847225230563	0.0
hsa-miR-3059-3p	2.2959555594841907	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3584443943418836	4.2155027874245725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4251747680884228	0.0	0.0	0.0	0.0	539.5198273536552
hsa-miR-6803-5p	0.0	22.48626748979441	0.0	0.4271678769756514	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3635010090788012	0.0	0.0	0.0	0.0	0.0	0.0	7.493078268949058	11.653946772229672	0.0	0.0	0.0	0.0	0.0	0.0	3.5124404787690535	1416.2395468033449
hsa-miR-671-3p	0.0	15.153788960513626	0.0	0.0	0.0	49.31815560128862	7.296126281353678	0.0	0.0	14.029915016487848	18.280664111436064	54.226694947325186	0.0	0.0	0.0	21.859418158338418	24.239614857031892	0.0	0.0	3.746539134474529	16.781683352010727	14.962386697326735	0.0	0.8503495361768456	0.0	32.95855046446914	0.0	0.0	0.0
hsa-miR-92b-5p	0.0	0.0	269.5145369403362	0.0	70.25512269618085	0.0	24.852430145860968	29.038413672944497	12.875420570902428	0.0	0.0	12.608185609660767	0.0	0.0	31.998086851228265	11.957288565244946	0.0	0.0	0.0	0.0	0.0	3.419974102246111	0.0	0.4251747680884228	0.0	8.624667411262953	0.0	4.683253971692071	0.0
hsa-miR-6757-5p	0.0	0.0	0.0	0.0	0.0	0.0	13.908240723830449	19.704637849498052	0.0	0.0	0.0	0.0	0.3635010090788012	0.9846745256822811	0.0	0.0	0.0	1.9912544106285197	0.0	78.67732182396512	0.0	2.3512321952942012	0.0	0.0	0.0	0.0	0.0	1.1708134929230178	0.0
hsa-miR-107	249.87649672386277	49.860853999109345	0.0	0.0	19.612888419350487	9.75217766127176	36.63263403762993	3.284106308249675	39.044974576801664	0.7194828213583512	18.51962704099732	145.1857482741639	117.41082593245277	5.908047154093685	0.9823974033271835	52.56224765138919	22.650876055541058	0.6637514702095065	0.8923774899562914	128.63117695029217	14.606279954527853	32.91725073411884	0.0	67.17761335797081	1.826393949522124	35.52541576544025	12.10404059950039	131.131111207378	0.0
hsa-miR-4776-3p	0.0	10.265469940993102	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.988088798934506	0.0	0.0	0.0	0.0	0.0	0.0	74.93078268949058	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	314.7198992896322
hsa-miR-466	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9234853104709977	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-24-2-5p	0.0	0.0	0.0	0.0	0.0	37.615542407762504	36.70863535306069	0.0	0.0	28.59944214899446	19.714441688803596	4.06221177697277	0.0	0.0	0.0	2.4288242398153796	13.753938767192253	0.0	66.92831174672186	138.62194797555756	0.0	31.84850882716691	0.0	0.0	0.0	20.945620855924314	0.0	44.49091273107468	0.0
hsa-miR-5589-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.362987408975141	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-6846-5p	0.0	0.0	16.844658558771012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3584443943418836	0.0	0.3635010090788012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	58.7366204755859	0.0	0.0	0.0	10.511403678513497	22.24545636553734	0.0
hsa-let-7b-5p	55719.569692009034	47380.643136580125	64754.517175936824	70242.37505339598	88776.96369654353	87271.56916996706	53878.35092649784	51666.39011034596	52174.25028938293	102868.77586653164	51879.77201502743	21679.767247942087	57081.26622426171	67247.3620569457	85547.91671403225	53505.25022832729	53304.36519949322	52452.03068124796	48703.73245808949	63815.36305837483	52085.217388061516	39400.028955780734	54610.82470733349	51711.753616324	60864.1217693374	63753.10513695459	56468.3833700038	58663.49298155852	34308.96502113119
hsa-miR-3909	40.179222290973335	0.0	0.0	0.8543357539513028	0.0	0.0	0.0	14.519206836472248	0.0	1.0792242320375267	0.0	6.093317665459155	0.0	53.172424386843176	0.0	3.362987408975141	5.447104462254358	0.0	0.0	0.0	0.0	5.771206297540313	0.0	0.0	0.0	0.0	0.0	0.0	966.6396906752989
hsa-miR-3908	55.10293342762058	0.0	269.5145369403362	0.0	36.88393941549494	29.256532983815283	0.9120157851692098	0.0	27.949083678300394	0.0	0.0	0.0	9.08752522697003	0.0	0.0	0.0	0.0	1.9912544106285197	203.46206771003443	67.43770442054152	7.45852593422699	0.0	72.2912252007211	29.762233766189595	32.87509109139823	2.772214525048806	20.067225204434855	57.36986115322788	0.0
hsa-miR-3907	1.1479777797420954	0.0	0.0	0.0	2.6345671011067817	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4946610706556183	5.17474923914164	1.9912544106285197	0.0	3.746539134474529	0.0	0.0	0.0	0.0	0.0	0.0	0.47779107629606804	0.0	269.7599136768276
hsa-miR-939-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.963577532564507	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.7366526766390455	0.0	0.0	37.479854578164236	7.493078268949058	8.390841676005364	4.274967627807639	0.0	0.0	0.0	5.544429050097612	0.0	0.0	359.6798849024368
hsa-miR-1273h-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.226328083614421	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-7161-3p	40.179222290973335	0.0	0.0	1.7086715079026056	0.0	0.0	0.0	11.407948228656766	0.31403464807079096	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.6771324698688743	3.746539134474529	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-6889-5p	91.83822237936762	4.888319019520524	943.3008792911768	31.6104228961982	171.24686157194083	24.24112732944695	0.0	0.5185431013025803	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.808880577817947	0.0	66.92831174672186	63.69116528606699	0.0	0.0	83.58672913833378	6.377621521326342	0.0	0.0	0.0	0.0	606.9598057728621
hsa-miR-629-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.456264599292125	0.0	0.0	0.0	1.4946610706556183	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.164786591845623	0.0	0.0	0.0
hsa-miR-10399-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.456264599292125	0.0	0.0	0.0	14.572945438892278	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.881116883094798	0.0	8.316643575146418	0.0	48.00335320984374	0.0
hsa-miR-7152-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18683263383195228	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-2467-3p	1.1479777797420954	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-664b-5p	0.0	0.0	0.0	0.0	5.269134202213563	22.569325444657505	4.332074979553746	0.5185431013025803	31.0894301590083	0.0	0.0	0.0	0.0	0.0	0.0	3.7366526766390455	0.0	0.0	0.0	0.0	9.323157417783737	0.0	0.0	0.0	235.604819488354	4.004309869514943	0.0	0.0	0.0
hsa-miR-432-5p	0.0	30.796409822979303	0.0	0.0	0.0	0.0	0.0	29.556956774247077	0.0	0.0	0.0	749.4014273462501	0.0	57.1111224895723	0.421027458568793	14.386112805060325	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4251747680884228	230.1256376397876	0.0	0.0	1.1708134929230178	0.0
hsa-miR-1237-5p	0.0	0.0	0.0	0.0	0.0	12.538514135920837	0.0	14.000663735169667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4946610706556183	0.0	0.0	2.6771324698688743	0.0	0.0	0.0	0.0	0.0	5.479181848566372	0.0	0.0	0.0	0.0
hsa-miR-3688-3p	0.0	0.0	0.0	0.0	0.0	0.0	6.840118388769073	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4251747680884228	0.0	0.0	0.0	0.0	0.0
hsa-miR-6790-5p	0.0	0.0	0.0	0.0	0.0	0.0	3.192055248092234	0.0	0.0	0.0	6.8104434924957875	0.0	0.0	0.0	0.0	0.0	0.0	7.965017642514079	0.0	3.746539134474529	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.9599856128046
hsa-miR-135b-5p	173.34464474105638	369.55691787575165	0.0	649.2951730029902	433.2399232931152	50.98995748607807	360.3982377726994	484.4921043170442	855.325703128811	36.69362388927591	516.1599278523123	13.33631790930683	147.5814096859933	248.46620531382894	54.73356961394308	381.3254056510146	148.6605592823585	1224.6214625365396	771.0141513222358	393.38660911982555	453.5716083751788	581.2530984609119	63.25482205063097	126.4186310449577	1375.2746439901593	541.7112531169445	253.38853412901477	491.7416670276675	22.4799928064023
hsa-miR-7846-3p	0.0	0.0	0.0	0.0	0.0	0.8359009423947223	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.30802383611653406	0.0	0.0	22.4799928064023
hsa-miR-3679-5p	0.0	36.66239264640393	0.0	0.8543357539513028	0.0	0.0	0.0	0.0	0.0	0.0	13.979331379333459	0.0	0.0	0.0	0.421027458568793	0.0	0.0	39.82508821257039	0.0	0.0	21.90941993179178	0.0	144.5824504014422	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-19a-3p	6.887866678452572	0.0	0.0	0.0	0.0	0.0	10.716185475738214	0.0	0.10467821602359698	0.0	0.0	3.9600177700049013	42.89311907129854	0.9846745256822811	0.0	7.535582897888742	7.217413412487024	0.0	99.05390138514835	0.0	0.0	6.768698744028762	0.0	0.0	0.0	0.0	0.0	116.30080696368644	0.0
hsa-miR-642a-3p	0.0	0.0	218.98056126402318	0.0	0.0	31.764235810999452	0.0	0.0	46.47712791447706	60.70636305211088	0.0	9.791463292608894	0.0	0.0	0.0	5.418146381126616	0.0	0.0	0.0	0.0	0.0	1.7099870511230555	0.0	0.4251747680884228	0.0	0.30802383611653406	0.0	0.0	0.0
hsa-miR-5194	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.81152336517811	0.0	0.0
hsa-miR-18b-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01916137630647533	0.0	49.233726284114056	0.0	0.0	0.06808880577817947	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-5193	0.0	0.0	0.0	0.0	0.0	0.0	5.0160868184306535	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-520a-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.479181848566372	0.0	0.0	0.0	0.0
hsa-miR-5191	0.0	0.0	471.6504396455884	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1496825783885198	0.0	0.0	0.0	5.044481113462711	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-5190	0.0	0.0	0.0	0.0	0.8781890337022606	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-6803-3p	0.0	0.0	0.0	0.0	26.345671011067818	0.0	9.576165744276702	0.0	0.0	0.0	0.0	3.8322752612950657	0.0	99.45212709391039	0.0	0.0	5.855637296923434	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.468500558447215	0.0	0.0	0.0
hsa-miR-3912-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.671767386716698	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-92b-3p	824.2480458548245	1212.30311684109	791.6989522622376	1660.5439270966822	1049.4358952742014	553.3664238653063	708.636265076476	1300.6789457673055	1705.5221736724657	597.8902245487898	1499.372901532099	3356.817643877058	857.1353794078132	766.0767809808146	1844.6616384760714	534.9018306608793	345.9365258903372	1103.1549434882	1279.669320597322	940.3813227531068	614.8622317028374	682.0710850167088	806.4989811455448	808.6824089041802	405.4594567939115	1392.3704138587725	1309.6253401275223	578.3818655039709	202.3199352576207
hsa-miR-4715-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.63684526645959	0.0
hsa-miR-448	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.507651080075046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-6748-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9912544106285197	69.60544421659073	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-27a-5p	28.69944449355238	0.0	0.0	0.0	0.0	0.0	5.244090764722956	0.0	0.0	0.0	5.376665915128253	1.571232857130977	21.81006054472807	0.0	0.0	11.396790663749089	6.536525354705229	0.0	0.0	0.0	0.0	1.0687419069519097	0.0	11.054543970298992	0.0	0.0	0.0	0.0	0.0
hsa-miR-9899	0.0	0.0	488.4950982043594	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.526210192448616	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-653-5p	44.77113340994172	14.664957058561573	555.8737324394434	0.0	65.86417752766954	18.38982073268389	21.660374897768733	2.074172405210321	0.0	32.376726961125804	13.979331379333459	0.0	0.0	0.0	85.04754663089618	12.33095383290885	6.127992520036153	99.56272053142598	0.0	0.0	24.706367157126902	91.0568104723027	0.0	45.493700185461236	0.0	6.468500558447215	24.36734489109947	0.0	0.0
