gene	32160009_EXO_S30	32152260_EXO_S26	32152408_EXO_S29	32160078_EXO_S32	32150179_EXO_S2	32160080_EXO_S33	32150313_EXO_S5	32151181_EXO_S16	32151178_EXO_S15	32152087_EXO_S24	32151988_EXO_S22	32160019_EXO_S31	32152030_EXO_S23	32151021_EXO_S13	32150156_EXO_S1	32151970_EXO_S21	32151029_EXO_S14	32150829_EXO_S9	32150792_EXO_S8	181003-190524_Brain_S35	32151754_EXO_S20	32150309_EXO_S4	32160185_EXO_S34	32151018_EXO_S12	32151480_EXO_S17	32150697_EXO_S7	32152351_EXO_S28	32150318_EXO_S6	32152200_EXO_S25	32150274_EXO_S3	32151489_EXO_S18	32150882_EXO_S11	32151625_EXO_S19	32150835_EXO_S10	32152348_EXO_S27
hsa-miR-3936	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8845197544219353	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-6812-5p	0.0	0.0	0.0	0.0	0.0	0.0	39.039117195429824	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22639001203489303	0.0	0.0	2.008527736173029	0.0	0.0	0.0	0.0	0.3640197094831502	3.9583255308647387	2.1104838284176646	0.0	0.0	202.09164856262316	0.0	0.0	0.0	0.0	0.0
hsa-miR-4687-5p	10.178790454330311	1.6032488234157696	0.0	201.13439800474677	2.5122992751388513	2.817386656534808	13.013039065143275	3.5380790176877412	0.6290882875084455	18.255670667701153	0.7033246507905193	4.261593665567176	21.12958776174277	0.0	5.5148376707531614	10.522365287418408	0.0	3.632816686253603	1.5741379626981775	0.5513605550278904	15.68653880007274	2.7743252840909087	0.0	0.0	14.92480808880916	0.0	4.220967656835329	2.28399672018071	3.179860544035981	0.0	2.7065357425110155	1.5757510817531175	0.6568526314994336	4.113643515766567	0.0
hsa-miR-6766-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1104838284176646	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-506-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.960677789797418	0.0	0.0	3.5166232539525963	0.0	0.0	0.0	0.0	0.0	6.79170036104679	0.0	4.9847702152108955	2.0479106329607357	17.429487555636378	0.0	0.0	0.0	0.0	0.0	0.0	2.28399672018071	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-3059-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.636637916758183	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.561981960993903	0.0	10.104582428131158	0.0	0.0	0.0	2.0568217578832835	0.0
hsa-miR-6502-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.039382896787706456	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-671-5p	0.0	0.0	189.5914304673429	120.68063880284807	45.84946177128404	0.0	0.0	9.729717298641289	5.347250443821787	0.0	4.571610230138376	5.6821248874229004	52.82396940435692	0.0	44.11870136602529	0.0	10.866720577674865	21.796900117521616	4.46005756097817	26.386540847763328	73.20384773367279	46.238754734848484	0.0	0.0	10.556571575011356	0.0	2.1104838284176646	0.0	0.0	151.56873642196737	11.728321550881068	31.51502163506235	1.3137052629988673	0.0	0.0
hsa-miR-3157-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.433211864664771	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-4776-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.564793880871385	0.0	0.0	0.0	0.0	0.0	5.771839196559984	0.0	0.0	15.721176609848484	0.0	0.0	0.0	0.0	0.0	1.141998360090355	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-449b-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.274934880928894	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.738682852482686	0.0
hsa-miR-6855-5p	0.0	0.0	0.0	0.0	0.0	9.659611393833625	169.16950784686256	0.0	5.66179458757601	0.0	0.0	0.0	0.0	0.0	0.0	133.28329364063316	0.0	1.8164083431268014	0.2623563271163629	0.0	0.0	0.0	44.22488091800447	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-361-3p	310.45310885707454	420.05119173493165	0.0	623.516633814715	178.37324853485845	194.80216310897814	188.68906644457746	306.92835478441157	281.5170086600294	237.323718680115	430.78634860919306	353.7122742420756	1109.3033574914953	332.91134021248297	474.2760396847719	690.9686538738088	311.51265656001283	323.32068507657067	283.6071896127883	444.6722876299936	337.5510756608245	317.19785748106057	551.5102796833498	392.5134961066531	295.94802380980116	366.90632805323156	833.6411122249776	400.84142439171455	399.3904843309192	20.209164856262316	521.459219723789	310.42296310536415	223.65832102555714	481.29629134468837	361.8734102290953
hsa-miR-3622a-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.84654511106727	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5513605550278904	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-484	585.280451123993	234.87595263041024	94.79571523367144	281.58815720664546	112.4253925624636	271.27408664349434	442.4433282148713	247.6655312381419	158.8447925958825	492.9031080279312	316.84775518112895	335.2453683579511	190.1662898556849	187.0717393395833	325.3754225744365	122.76092835321475	193.78985030186843	194.35569271456777	187.3224175610831	185.88727283797448	164.41816594150316	268.1847774621212	187.305378005666	326.1731869055286	240.98104767784545	330.9769116961516	318.6830580910674	264.94361954096235	330.70549657974203	535.5428686909513	440.26314744845854	420.7255388280824	185.8892947143397	148.09116656759642	312.08075106966555
hsa-miR-30b-3p	0.0	13.62761499903404	0.0	20.113439800474676	35.80026467072863	43.468251272251315	6.506519532571637	15.921355579594836	5.032706300067564	0.0	4.571610230138376	19.887437105980155	21.12958776174277	0.0	30.33160718914239	259.55167708965405	40.976592178315634	47.22661692129684	25.4485637302872	9.097449157960192	52.28846266690913	0.0	127.47171558718935	0.0	19.29304460260696	29.535198191836898	0.0	38.82794424307207	0.0	0.0	49.61982194603529	28.363519471556117	7.8822315779932035	28.79550461036597	0.0
hsa-miR-3929	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.329921857114673	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-1301-3p	0.0	39.27959617368636	0.0	784.4241522185124	0.0	77.276891150669	123.6238711188611	20.343954351704514	96.25050798879217	0.0	116.7518920312262	0.0	221.86067149829907	17.56183675432823	148.90061711033536	182.38766498191907	52.069702768025394	23.61330846064842	73.19741526546525	609.9229225512099	0.5809829185212126	51.7874053030303	70.23951675212474	110.56718200187412	27.30147821123627	56.02553059070092	0.0	54.81592128433703	213.68662855921792	0.0	155.1747159039649	69.33304759713717	18.720299997733857	65.81829625226507	119.92316501778159
hsa-miR-3926	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	84.51835104697108	0.0	24.81676951838923	0.0	0.0	21.796900117521616	0.0	0.0	0.5809829185212126	0.0	0.0	0.0	0.0	0.0	0.0	17.129975401355324	0.0	0.0	0.9021785808370052	0.0	0.0	0.0	0.0
hsa-miR-6715b-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.511395820949552	0.0
hsa-miR-8485	0.0	0.0	473.9785761683572	261.47471740617084	30.147591301666218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.12958776174277	0.7635581197534013	0.0	0.0	0.0	0.0	0.0	0.0	1.1619658370424253	0.0	0.0	58.047770550983905	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3284263157497168	0.0	0.0
hsa-miR-3923	0.0	0.0	0.0	181.0209582042721	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.172436311200016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.454574063066268	0.0
hsa-miR-3921	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3044865792972876	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-7161-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5809829185212126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-629-5p	1959.4171624585852	24.85035676294443	0.0	362.0419164085442	0.0	19.31922278766725	65.06519532571637	30.0736716503458	24.8489873565836	0.0	29.18797300780655	1.4205312218557251	95.08314492784245	13.744046155561223	449.4592701663827	0.0	19.243151022965908	38.14457520566283	47.74885153517805	26.898518506003512	0.0	22.19460227272727	33.81902658435636	204.54928670346712	60.79129148368609	9.743570537513204	56.98306336727695	25.123963921987805	0.0	0.0	74.88082220947143	37.81802596207482	22.66141578673046	53.47736570496537	0.0
hsa-miR-2467-5p	0.0	0.0	0.0	40.22687960094935	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-5006-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1814869036311937	0.0	24.04415246212121	0.0	80.16120695135874	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5757510817531175	0.3284263157497168	0.0	0.0
hsa-miR-1298-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.299247318014885	0.0	0.0	0.0	0.0	0.0	0.3044865792972876	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-493-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.885919598279992	4.804713408100188	0.0	27.74325284090909	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-4520-2-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.1649609285573366	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-548c-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12518135050378124	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-3190-3p	0.0	0.0	0.0	0.0	0.0	8.854643777680824	0.0	0.8845197544219353	0.0	0.0	0.0	0.0	10.564793880871385	0.0	0.0	0.0	0.0	0.0	0.0	0.6301263486033033	0.0	0.0	0.0	2.764179550046853	0.0	0.0	0.0	0.0	0.0	10.104582428131158	0.0	37.81802596207482	0.0	2.0568217578832835	0.0
hsa-miR-122-5p	5.089395227165156	78.55919234737271	0.0	39341.88824972847	0.0	525.6438533477798	0.0	0.0	16.356295475219582	310.3464013509196	0.0	0.0	559.9340756861834	0.0	49.63353903677846	115.74601816160249	0.0	0.0	7.608333486374525	10.515233442317625	22.077350903806078	0.0	2221.6499002338714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-6769b-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2623563271163629	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-3919	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.939270553309235	0.0	0.0	0.0
hsa-miR-582-3p	5.089395227165156	0.0	0.0	0.0	0.0	13.684449474597637	0.0	29.189151895923867	14.154486468940025	237.323718680115	20.39641487292506	5.6821248874229004	10.564793880871385	9.162697437040816	74.45030855516768	199.92494046094976	12.451450661919116	0.0	3.148275925396355	37.2168374643826	0.0	22.19460227272727	2.601463583412028	0.0	26.937458501753117	12.78843633048608	0.0	11.41998360090355	0.0	80.83665942504926	62.25032207775336	107.151073559212	10.181215788241222	0.0	16.831321406004434
hsa-miR-3918	0.0	0.0	0.0	0.0	1.2561496375694257	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.6538389515674514	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-3917	0.0	0.0	0.0	0.0	0.6280748187847128	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.197701233861807	0.0	0.0	0.0	0.0	24.877615950421674	0.0	0.0	0.0	0.0	0.0	191.987066134492	0.0	1.5757510817531175	0.0	0.0	0.0
hsa-miR-3916	1170.560902247986	0.0	0.0	0.0	0.0	0.0	110.61083205371783	31.842711159189673	0.0	0.0	0.0	0.0	707.8411900183827	5.3449068382738085	71.6928897197911	0.0	0.0	38.14457520566283	0.0	0.0	0.0	51.7874053030303	0.0	110.56718200187412	25.117359954337367	4.262812110162026	2.1104838284176646	15.987977041264967	1.2719442176143925	313.2420552720659	14.434857293392083	0.0	12.480199998489239	0.0	0.0
hsa-miR-3914	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	101.71619777837795	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-6812-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.104582428131158	0.0	0.0	0.0	0.0	0.0
hsa-miR-642a-5p	0.0	14.429239410741927	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.57418835376581	0.0	0.0	0.0	7.608333486374525	8.605162948113861	38.92585554092124	0.0	0.0	0.0	6.552354770696704	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-4687-3p	0.0	0.0	379.1828609346858	140.79407860332273	0.6280748187847128	4.829805696916813	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.33573360177056	0.0	0.0	0.0	0.5119776582401839	0.0	41.61487926136363	0.0	0.0	0.0	0.0	0.0	0.0	0.0	323.34663770019705	0.0	23.636266226296765	4.269542104746319	2.0568217578832835	0.0
hsa-miR-6766-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1421040068434873	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-3911	0.0	0.0	0.0	0.0	0.0	0.0	117.11735158628946	8.845197544219353	0.9436324312626683	0.0	0.0	0.0	0.0	16.034720514821426	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52.029271668240554	0.0	0.0	0.3044865792972876	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0568217578832835	0.0
hsa-miR-211-5p	2.544697613582578	4.809746470247309	0.0	0.0	1.5701870469617822	17.709287555361648	0.0	10.614237053063224	6.133610803207344	0.0	12.659843714229346	8.523187331134352	0.0	1.145337179630102	0.0	0.0	5.659750300872326	33.60355434784583	19.414368206610856	1.5950073199021115	18.88194485193941	2.311937736742424	9.105122541942096	0.0	40.042168043146525	10.657030275405067	4.220967656835329	35.401949162801	5.08777687045757	0.0	4.5108929041850265	3.151502163506235	6.404313157119478	30.852326368249255	13.324796113086844
hsa-miR-3910	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.623563271163629	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-4724-5p	0.0	0.0	0.0	0.0	0.6280748187847128	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	161.34293440708225	0.0	0.0	0.0	0.0	0.0	0.0	117.06586125354124	0.0	0.0	0.0	0.0	12.561981960993903	0.0	0.0	0.0	0.0	5.911673683494903	0.0	0.0
hsa-miR-3059-3p	10.178790454330311	0.0	0.0	241.36127760569613	0.0	16.099352323056042	19.519558597714912	0.0	0.0	0.0	0.35166232539525966	0.0	0.0	0.0	0.0	0.0	0.0	3.632816686253603	0.0	2.5598882912009198	0.0	0.9247750946969696	0.0	8.292538650140559	0.0	0.3044865792972876	0.0	1.141998360090355	1.2719442176143925	0.0	0.0	1.5757510817531175	0.0	0.0	0.0
hsa-miR-6803-5p	0.0	0.0	0.0	0.0	0.0	2.4149028484584063	0.0	4.4225987721096764	0.0	328.6020720186208	0.7033246507905193	18.46690588412443	0.0	3.054232479013605	0.0	0.0	0.0	0.0	4.7224138880945326	0.0	0.0	0.0	52.029271668240554	0.0	16.01686721725861	0.3044865792972876	86.52983696512426	0.0	66.14109931594841	262.7191431314101	33.38060749096919	0.0	9.524363156741787	0.0	17.532626464587953
hsa-miR-3912-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.764179550046853	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-671-3p	0.0	0.0	0.0	0.0	0.0	57.15270074684896	0.0	58.378303791847735	5.976338731330232	9.127835333850577	28.83631068241129	0.0	147.90711433219937	0.0	0.0	0.0	2.037510108314037	61.75788366631125	17.315517589679953	58.365453039380974	75.52777940775763	27.74325284090909	0.0	129.91643885220208	15.65284750777546	10.961516854702355	0.0	9.13598688072284	25.438884352287847	0.0	21.652285940088124	0.0	59.773589466448456	0.0	39.273083280677014
hsa-miR-92b-5p	0.0	0.0	0.0	462.6091154109176	0.0	0.8049676161528022	45.54563672800146	5.307118526531612	16.356295475219582	0.0	10.901532087253049	0.0	0.0	29.778766670382648	0.0	0.0	7.697260409186363	0.0	11.806034720236331	19.140087838825337	0.0	75.83155776515152	23.41317225070825	0.0	8.008433608629305	19.182654495729118	149.8443518176542	44.53793604352384	170.44052516032858	0.0	21.652285940088124	0.0	6.568526314994336	0.0	42.7796085735946
hsa-miR-6757-5p	707.4259365759567	0.0	0.0	703.9703930166137	0.0	0.0	0.0	17.690395088438706	0.31454414375422274	9.127835333850577	5.6265972063241545	0.0	10.564793880871385	0.0	0.0	0.0	0.0	0.0	0.2623563271163629	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1104838284176646	18.27197376144568	1.2719442176143925	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-107	96.69850931613797	92.18680734640675	0.0	0.0	0.2093582729282376	30.58876941380649	39.039117195429824	41.57242845783096	34.1804636212922	118.6618593400575	33.52514168768141	60.13582172522572	88.03994900726154	69.22926952430838	43.1995617542331	38.582006053867495	16.451007541202223	52.070372502968304	35.50555626974778	229.73356459495324	29.630128844581844	85.3875670770202	3.4686181112160366	58.969163734332845	14.56078837932601	67.90050718329518	26.732795159957085	31.214621842469697	19.07916326421589	0.0	143.8974836435024	30.98977127447798	31.5289263119728	91.18576459949226	36.0003263406206
hsa-miR-4776-3p	0.0	0.0	1611.5271589724146	0.0	0.0	28.173866565348074	221.22166410743566	0.0	0.0	0.0	0.0	38.354342990104584	0.0	48.10416154446428	35.84644485989555	98.20874268257181	4.980580264767647	25.42971680377522	0.0	0.0	0.0	0.0	26.014635834120277	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5757510817531175	0.0	34.96596988401582	0.0
hsa-miR-6855-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.811613252234497	0.0	0.0	0.0	0.0	0.0	3.6538389515674514	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-24-2-5p	0.0	40.08122058539424	0.0	382.15535620901886	0.0	0.0	0.0	6.191638280953548	23.590810781566706	0.0	44.309452999802716	21.307968327835876	42.25917552348554	25.197417951862242	85.479983896674	150.82056911966384	6.79170036104679	56.30865863693084	23.612069440472663	11.204434136102487	39.506838459442456	26.818477746212118	0.0	0.0	41.86226659056228	31.9710908262152	0.0	10.277985240813194	40.70221496366056	181.88248370636083	0.0	0.0	23.64669473397961	49.36372218919881	30.857422577674797
hsa-miR-6846-5p	0.0	0.0	0.0	0.0	0.6280748187847128	0.8049676161528022	0.0	3.5380790176877412	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8164083431268014	0.0	0.0	0.5809829185212126	0.0	5.202927166824056	2.764179550046853	0.0	0.3044865792972876	0.0	0.0	0.0	0.0	0.0	1.5757510817531175	0.0	4.113643515766567	0.0
hsa-let-7b-5p	78438.52265035345	72370.05067067906	48032.98890890132	48983.26561808601	72407.22863870436	55811.249046784185	86535.51692128846	47074.215040314935	52814.680795710025	59697.564389271756	49653.34886274163	79157.96591293279	45948.0493868898	53600.69829935245	73608.92815453312	64609.07659229693	58391.223415506014	56430.81209800612	66444.65637005535	32216.525336171777	65315.52864147575	86176.80096867109	49129.81043134868	59885.85781244674	65016.96978992344	59229.81540704122	112310.76874373449	71852.00538718693	76614.79678147235	74563.73465366544	59835.08476268493	60491.71837756464	59017.39100230442	56906.08757535681	76571.49021948276
hsa-miR-3909	157.77125204211984	0.0	0.0	0.0	0.0	8.049676161528021	0.0	0.0	1.5727207187711139	0.0	2.8132986031620772	0.0	84.51835104697108	27.488092311122447	0.0	0.0	15.394520818372726	18.164083431268015	12.855460028701783	6.695092453910098	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.54995900225887	0.0	0.0	0.0	0.0	6.568526314994336	0.0	33.66264281200887
hsa-miR-3908	0.0	0.0	0.0	804.5375920189871	0.0	0.0	208.2086250422924	11.49875680748516	9.12178016887246	575.0536260325864	5.274934880928894	0.0	0.0	13.744046155561223	77.20772739054426	234.99949141901112	4.980580264767647	0.0	0.0	0.0	0.0	29.592803030303028	65.03658958530069	105.0388229017804	9.464512446561907	15.22432896486438	0.0	0.0	0.0	101.04582428131158	37.89150039515422	0.0	0.0	0.0	7.013050585835181
hsa-miR-3907	0.0	0.8016244117078848	0.0	0.0	0.0	1.6099352323056044	0.0	13.267796316329031	0.31454414375422274	0.0	0.35166232539525966	0.0	0.0	0.0	0.0	0.0	0.45278002406978607	0.0	6.821264505025436	0.0	0.0	0.0	0.0	0.0	6.188335061213554	0.0	2.1104838284176646	0.0	0.0	10.104582428131158	0.0	0.0	0.0	2.0568217578832835	0.0
hsa-miR-939-5p	0.0	25.651981174652313	0.0	0.0	0.0	0.0	0.0	19.459434597282577	0.0	0.0	0.0	0.0	0.0	6.872023077780612	0.0	0.0	0.0	0.0	0.0	0.5513605550278904	0.0	0.0	57.23219883506461	0.0	0.0	0.0	0.0	6.851990160542129	0.0	0.0	0.0	55.151287861359116	3.284263157497168	0.0	14.026101171670362
hsa-miR-1273h-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5753158715082582	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-7161-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2623563271163629	0.0	0.0	0.9247750946969696	85.84829825259692	0.0	0.0	0.0	0.0	0.0	2.543888435228785	0.0	0.9021785808370052	0.0	0.0	0.0	0.0
hsa-miR-6889-5p	0.0	20.04061029269712	0.0	0.0	32.65989057680507	0.0	6.506519532571637	4.4225987721096764	0.0	492.9031080279312	0.0	0.0	95.08314492784245	0.0	66.17805204903794	0.0	0.0	132.5978090482565	0.0	0.0	0.5809829185212126	8.322975852272727	44.22488091800447	0.0	0.0	0.0	4.220967656835329	9.13598688072284	31.79860544035981	70.73207699691811	0.0	0.0	0.0	22.62503933671612	0.7013050585835181
hsa-miR-629-3p	0.0	0.0	0.0	0.0	6.908823006631842	0.0	0.0	0.0	16.670839618973808	0.0	0.0	65.34443620536337	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.945189522904955	0.0	0.0	0.0	0.0	0.0	8.525624220324053	0.0	0.0	0.0	0.0	46.01110762268727	0.0	0.0	0.0	0.0
hsa-miR-10399-5p	0.0	0.0	0.0	0.0	0.0	0.0	143.143429716576	0.0	7.549059450101346	45.63917666925288	0.0	0.0	0.0	0.0	0.0	0.0	5.206970276802539	0.0	0.0	1.1421040068434873	20.915385066763655	0.0	0.0	0.0	0.0	2.435892634378301	137.1814488471482	0.0	0.0	0.0	0.0	0.0	8.539084209492637	0.0	0.0
hsa-miR-7152-5p	0.0	0.0	0.0	241.36127760569613	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
